variable,persistent pollution index,population,food per capita,industrial output,resources_total,persistent pollution index,population,food per capita,industrial output,resources_energy,resources_material
model,Base Model,Base Model,Base Model,Base Model,Base Model,CE & ET Model,CE & ET Model,CE & ET Model,CE & ET Model,CE & ET Model,CE & ET Model
time,,,,,,,,,,,
1943.0,0.3827867724417364,2375233761.6027427,365.3689616136991,299169061807.73627,0.9720039632113555,0.2884581192517673,2239234121.452527,341.1513153208858,235509836048.1078,0.9817769889855884,0.9764821945312456
1943.5,0.38940185716771014,2395388610.523558,366.2938416507252,304506771440.39514,0.9713682289550141,0.29312061355087177,2256456254.9037585,342.00075568802,239659111574.19626,0.9813200693398899,0.9759838236343243
1944.0,0.39614033039193947,2415620265.4308577,367.24274274248273,309932020708.49426,0.9707211520657032,0.2979132068374164,2273768466.4845204,342.87142994738997,243877250426.16733,0.9808532882794504,0.9754768314869806
1944.5,0.4030042692173995,2435948459.763461,368.2126313713984,315446823603.04016,0.9700625465216978,0.30283786656127687,2291189260.0781546,343.759515967516,248165588713.13892,0.9803765696330909,0.9749610718645723
1945.0,0.40999587062524606,2456389244.902605,369.2016440527782,321053124838.5765,0.9693922220215413,0.30789651917579774,2308733752.2263446,344.66275091647276,252525486420.46848,0.9798898189547102,0.9744363959022614
1945.5,0.4171174431234021,2476955802.7761283,370.2084948423585,326752830388.579,0.9687099841312593,0.3130910449284998,2326414477.6071377,345.57968892436486,256958319322.19418,0.9793929279166731,0.9739026520430373
1946.0,0.4243713924789409,2497659072.5405393,371.23221503809657,332547823672.3553,0.9680156343666836,0.31842327033378554,2344234976.2283354,346.5103654007371,261465320093.57507,0.9788857665733265,0.9733596860034031
1946.5,0.4317602045178696,2518508241.6880026,372.2720296081629,338439975310.3978,0.9673089702413799,0.323894960509095,2362160248.0202274,347.46029515009155,266047754170.1898,0.9783681859622165,0.972807340205924
1947.0,0.4392864271307967,2539511134.243315,373.3272917611614,344431149743.5505,0.9665897852938453,0.3295078127289516,2380198483.762327,348.41757653150546,270707212887.6138,0.97784003315972,0.9722454554116575
1947.5,0.4469526529039415,2560674518.9433928,374.3974438270541,350523210130.0021,0.9658578691006403,0.3352634523817622,2398356024.304897,349.3738064756515,275445023963.2619,0.9773011507503305,0.9716738691873075
1948.0,0.45476150324571574,2582004354.323591,375.48199127394014,356718022164.21533,0.965113007279114,0.3411634318406914,2416637767.0145564,350.33910155100074,280262325744.1126,0.9767513775259267,0.9710924164699831
1948.5,0.46271561448326926,2603505983.6512537,376.5804841515231,363017457141.1958,0.964354981482015,0.34720923166852785,2435048518.557454,351.3174320200433,285160499444.1329,0.976190549005499,0.9705009302369957
1949.0,0.47081762612964884,2625184289.8028574,377.6925032785283,369423394450.44684,0.96358356938559,0.3534022613515506,2453592827.963649,352.31023128170557,290141030610.4894,0.975618497018579,0.9698992406193007
1949.5,0.4790701713400897,2647043818.0577946,378.81764975778617,375937723619.00946,0.9627985446723828,0.359743858372916,2472274972.702343,353.31789692955914,295205448520.3251,0.9750350492901494,0.9692871746014171
1950.0,0.4874758694602882,2669088873.151512,379.9555369667678,382562345989.0398,0.9619996770096924,0.36623528889239304,2491098997.1094904,354.3404081480962,300355236524.3403,0.9744400245823374,0.9686645561207492
1950.5,0.49603732050086863,2691323595.6575913,381.10578444923704,389299176095.097,0.9611867320244657,0.37287775075079743,2510068749.249048,355.3775603889715,305591974161.64374,0.9738332383618922,0.9680312061651282
1951.0,0.5047571013362195,2713752021.763561,382.26801328956725,396150142792.6302,0.9603594712752637,0.37967237860336644,2529187951.064844,356.42909734631365,310917253502.92523,0.9732145026067208,0.967386942569738
1951.5,0.5136377634118795,2736378129.7069306,383.44184265070476,403117190179.08105,0.9595176522218294,0.3866202509137163,2548460240.854698,357.4947417401806,316332679241.2707,0.9725836257896491,0.9667315799922147
1952.0,0.5226818317451423,2759205875.500758,384.62688722677007,410202278341.2092,0.9586610281926988,0.39372239816920174,2567889207.7051773,358.5742065717238,321745432952.2451,0.9719404128607998,0.9660649298878257
1952.5,0.531891805013141,2782239220.067794,385.8227554137197,417407383956.02374,0.9577893483512238,0.4009798117959457,2587458587.3640084,359.64430810608184,326981211801.6125,0.9712848745781529,0.9653869167699762
1953.0,0.5412701565376342,2805482149.492605,387.0290480421401,424734500767.6712,0.9569023576603173,0.4083934533686991,2607118633.250434,360.65450843738057,332045463013.7128,0.9706174167258179,0.964697679362881
1953.5,0.5508193359934348,2828938689.7714887,388.2453575482852,432185639958.53564,0.955999796846186,0.4159642638116357,2626829098.4490404,361.58896107848955,336947765044.0939,0.9699384552936324,0.9639973519133976
1954.0,0.5605417716861976,2852612917.174379,389.4706871327837,439762830429.46075,0.955081402361274,0.4236931611126911,2646559604.5192733,362.4459420080022,341699198608.9139,0.9692484013002047,0.9632860604617818
1954.5,0.5704398732639411,2876508918.0992703,390.83460826127333,447468099881.68256,0.9541469063466115,0.4315810047831084,2666288395.4300075,363.22908340966785,346319222400.3776,0.9685476707639672,0.9625639209151932
1955.0,0.580516034744527,2900641483.79531,392.292964802262,455307833445.3098,0.9531960366343629,0.43962852995619717,2686002304.276029,363.94562134369374,350843034992.48004,0.9678366924193416,0.9618310277737978
1955.5,0.5907726377579325,2925022593.8932695,393.7656410948279,463287055818.9012,0.9522285074882916,0.4478362633413916,2705698104.882081,364.60738638642505,355302096914.1188,0.9671158353136569,0.9610874333410461
1956.0,0.6012120549173141,2949658025.6919575,395.22951470710717,471408159868.1176,0.9512440224946765,0.4562044328088081,2725379820.589078,365.22651555788127,359730413857.1922,0.9663854138995689,0.9603331514041312
1956.5,0.6118366884406705,2974551603.4168205,396.6787216893432,479672796011.31323,0.9502422801549568,0.46473287981174055,2745057657.5691156,365.81542846857,364163796131.43744,0.9656456796774904,0.9595681528033606
1957.0,0.6226490197058036,2999706548.4162617,398.11241952770825,488082450171.4421,0.9492229754634327,0.4734209850302006,2764747056.7350116,366.38668676717714,368638939840.7793,0.9648968143623716,0.9587923613459495
1957.5,0.6336516433056432,3025125912.8810663,399.53108657155013,496638612465.6657,0.9481858002568185,0.48226761409735835,2784467796.4777355,366.9527653164399,373192462070.1623,0.9641389250094338,0.9580056526592698
1958.0,0.6448472834844423,3050812723.411339,400.9354350656875,505342820578.66925,0.947130443205329,0.4912710873585154,2804243116.6587243,367.5257796470831,377859936994.3156,0.9633720412505048,0.9572078538524753
1958.5,0.6562387967093029,3076770030.844404,402.3261108977806,514196665941.2739,0.9460565897115993,0.5004291754038811,2824098849.894386,368.1171984982896,382674978338.5253,0.9625961146899447,0.9563987443068033
1959.0,0.6678291646968199,3103000927.911845,403.7036243651379,523201789589.47614,0.9449639217964741,0.5097391203698064,2844062558.577389,368.73756351521735,387668409952.6629,0.9618110204087124,0.9555780584384396
1959.5,0.6796214814666488,3129508554.358139,405.06834573186677,532359875688.92554,0.9438521179935965,0.5191976816545658,2864162685.8953347,369.39623448343673,392867559984.22314,0.9610165604317072,0.9547454896312209
1960.0,0.6916189370864354,3156296096.1485553,406.4205169854919,541672644980.44196,0.9427208532577575,0.5288012036543336,2884427736.3508525,370.1011753639558,398295705941.0374,0.9602124689327959,0.9539006953461365
1960.5,0.7038247999979097,3183366781.3100934,407.7602661451117,551141848704.5481,0.941569798887174,0.5385457023243818,2904885505.8882966,370.8587930181435,403971688537.6573,0.9593984188881552,0.9530433031050466
1961.0,0.7162423992147436,3210723873.601817,409.08762062440394,560769263080.2499,0.9403986224586768,0.5484269667969225,2925562383.6686983,371.74174451559486,409973074710.4968,0.9585740298444221,0.9521729170502181
1961.5,0.7288751072373757,3238370664.709475,410.4025189969819,570556684288.7609,0.9392069877746312,0.5584406719143854,2946499877.9109874,372.79155379164183,416298720284.29175,0.9577387417546789,0.951288990092288
1962.0,0.7417263242060197,3266310465.430129,411.7048212490051,580505923890.283,0.9379945548205175,0.5685824973517651,2967735682.6447625,373.93665068966214,422912215602.49634,0.9568919816573952,0.9503909839761674
1962.5,0.7547994635813375,3294546596.1811543,412.994317754468,590618804606.3374,0.9367609797322507,0.5788482489909498,2989289491.711818,375.14388469749525,429812364415.88477,0.9560332383967687,0.949478440548737
1963.0,0.7680979394794343,3323065799.459635,414.27280385935177,600897156410.1896,0.9355059147724623,0.5892340049495952,3011175204.157142,376.4012589930739,436993410023.6841,0.9551619876124358,0.9485509063059241
1963.5,0.7816251556760139,3351776608.9107,415.55137014899674,611342869046.335,0.9342290083150906,0.5997362806409554,3033402608.209758,377.70291528552525,444445877724.351,0.9542777015366214,0.9476079394127199
1964.0,0.7953844962201368,3380685050.914321,416.8273307158249,621958140238.8871,0.9329299047183671,0.6103521731260552,3055977996.43399,379.0442096936188,452157485307.8823,0.9533798573213323,0.9466491144934706
1964.5,0.8093793175508714,3409796460.153633,418.09958105583684,632745069907.8964,0.9316082436703593,0.6210794747626247,3078904529.1490364,380.42029266631164,460113905875.18066,0.9524679437364573,0.945674025624759
1965.0,0.8236129419826071,3439115672.5343513,419.3673650784166,643705725401.4945,0.9302636603968051,0.6319167559268176,3102182576.2472124,381.8258470416449,468299466502.8034,0.9515414665351782,0.9446822878751694
1965.5,0.8380886523350396,3468647124.7855,420.3745685652253,654842155300.9559,0.9288957857303269,0.642863419123691,3125810096.6196527,383.2551916687916,476541298648.0699,0.9505999526033168,0.9436735375487799
1966.0,0.8528096871454629,3498376713.933175,421.02529104739057,666145024698.25,0.9275042461503124,0.6539197272115798,3149756324.762188,384.6701737066197,484992344754.02026,0.9496432855999083,0.9426477638257572
1966.5,0.8677792365076126,3528281576.6789675,422.0830118168266,677600469510.6266,0.9260886879728286,0.6650868083816992,3174020685.993273,386.0914689780256,493640307748.4085,0.9486710133069667,0.9416046330905689
1967.0,0.8830004386188796,3558392306.590653,423.29547103800616,689229151306.7719,0.9246487869751185,0.6763666404280382,3198602865.742155,387.52212801941,502470770058.5803,0.9476827002298688,0.9405438247005166
1967.5,0.8984763770620862,3588723835.3545423,424.56393635383347,701040352914.2914,0.9231841750285916,0.6877619961753847,3223501293.3500524,388.9593813016273,511470204847.2207,0.9466779339375662,0.9394650286609789
