time,mat=1_cost=1_rec=1,mat=0_cost=0_rec=0,mat=0.2_cost=0.2_rec=0.2,mat=2_cost=2_rec=2,mat=5_cost=5_rec=5,mat=5_cost=1_rec=1,mat=1_cost=5_rec=1,mat=1_cost=1_rec=5,mat=0.2_cost=1_rec=1,mat=1_cost=0.2_rec=1,mat=1_cost=1_rec=0.2,mat=2_cost=5_rec=0.2,mat=0.2_cost=2_rec=5,mat=5_cost=0.2_rec=2
1936.5,0.9822395213667047,0.9776635936878559,0.9810987065893606,0.9817170025384512,0.9816687573725809,0.9788357336725783,0.982924671361815,0.9822396980357895,0.9829206230981771,0.9778900986493408,0.9822394860257229,0.9826105996812744,0.9827306440676216,0.9618718493136301
1937.0,0.9818406352742088,0.9770971447108907,0.9806476219455127,0.9813105052719135,0.9812658127697804,0.9784212048876848,0.9825312641653,0.9818408189973667,0.982524872249935,0.9774150637163427,0.9818405985222888,0.9822148021047188,0.9823288931901786,0.9612784418364455
1937.5,0.9814349183995636,0.9765197208779478,0.9801885632621304,0.9808971489999607,0.9808564038644314,0.9780004049416171,0.9821310502586765,0.9814351093390102,0.9821221787304458,0.9769328767554325,0.981434880204261,0.9818122831975765,0.9819201200301524,0.9606819619544102
1938.0,0.9810222383755214,0.975931101499423,0.9797213650835649,0.9804767943084268,0.9804403880225973,0.9775731834275272,0.9817238978993224,0.9810224366954722,0.9817124137804095,0.9764433449745324,0.981022198703992,0.9814029084932264,0.981504190528737,0.9600820800776446
1938.5,0.980602460724903,0.9753310616182036,0.9792458641725919,0.9800492995977758,0.9800176205441665,0.9771393897279709,0.9813096729041092,0.9806026665913301,0.9812954461649509,0.9759462789278811,0.9806024195439516,0.9809865411780544,0.9810809682619286,0.9594784756721837
1939.0,0.9801754492807786,0.9747193719300768,0.9787618954940537,0.9796145200876856,0.9795879510764908,0.9766988753351854,0.9808882453329723,0.9801756628618213,0.9808711422375921,0.975441488253416,0.9801754065567764,0.9805630462402936,0.9806503134436605,0.9588708317762087
1939.5,0.9797410657542039,0.9740957987148846,0.9782692921852342,0.9791723058445696,0.9791512284809658,0.9762514814404433,0.9804594805494752,0.9797412872059399,0.9804393677721343,0.9749287816687179,0.9797410214559316,0.9801322849442854,0.9802120810512251,0.9582588351079282
1940.0,0.9792991750639596,0.9734601037658683,0.9777678857599577,0.9787225086956521,0.9787073020369571,0.975797036243829,0.9800232371604239,0.9792994045580452,0.979999994774396,0.9744079670933108,0.9792991291570847,0.9796941135639414,0.9797661275783566,0.9576421757744574
1940.5,0.9788496328234487,0.9728120443178887,0.9772575050038098,0.9782649780009757,0.9782560188295276,0.9753353804996567,0.9795793712623302,0.9788498705332045,0.9795528818334313,0.9738788505164419,0.9788495852733068,0.9792483859414771,0.9793123068956731,0.9570205459955955
1941.0,0.9783922922457456,0.9721513729748241,0.9767379768300976,0.9777995606329519,0.9777972236640402,0.9748663530719474,0.9791277363676494,0.9783925383463276,0.9790978850359972,0.9733412368260557,0.9783922430173047,0.9787949534109693,0.9788504702348333,0.9563936407921686
1941.5,0.977927001681059,0.9714783133518025,0.9762091251289431,0.977326100928163,0.9773307590052779,0.9743897884483691,0.9786681833542499,0.9779272563509817,0.9786348555087094,0.9727949285838731,0.9779269507386154,0.9783336647452624,0.978380466145309,0.9557611563865772
1942.0,0.9774536429449028,0.9707932376024258,0.975670821619685,0.9768444838939137,0.9768565066014194,0.9739055550309771,0.9782006021083871,0.9774539063679746,0.9781636777536917,0.9722397769428256,0.9774535902516938,0.9778644077950764,0.9779021837096565,0.955122841437411
1942.5,0.9769720878734984,0.9700959227258743,0.975122922840248,0.9763545822276186,0.9763743365707472,0.973413511705126,0.9777248706082856,0.976972360238172,0.977684226201264,0.9716756185768413,0.9769720333918317,0.9773870585722404,0.9774154995617579,0.9544784336682258
1943.0,0.9764821945312456,0.9693861592508725,0.9745652773765634,0.9758562612275504,0.9758841119920676,0.9729135040744907,0.9772408595257562,0.9764824759954901,0.9771963614118894,0.9711022828824717,0.9764821382295146,0.9769014858486882,0.9769202828031062,0.9538276669255541
1943.5,0.9759838236343243,0.9686637335197157,0.9739977288896048,0.9753493810915244,0.9753856910954035,0.9724053807567621,0.9767484344265623,0.9759841143948252,0.9766999465253684,0.9705195949893519,0.9759837654731897,0.9764075533544736,0.9764163973062835,0.9531702741041785
1944.0,0.9754768314869806,0.9679284282797109,0.9734201184884546,0.9748337941291012,0.974878928343475,0.9718889863833743,0.9762474568608074,0.9754771317449435,0.9761948401844134,0.9699273780976067,0.9754767714261988,0.9759051208659589,0.9759036986856089,0.9525059893005554
