time,mat=1_cost=1_rec=1,mat=0_cost=0_rec=0,mat=0.2_cost=0.2_rec=0.2,mat=2_cost=2_rec=2,mat=5_cost=5_rec=5,mat=5_cost=1_rec=1,mat=1_cost=5_rec=1,mat=1_cost=1_rec=5,mat=0.2_cost=1_rec=1,mat=1_cost=0.2_rec=1,mat=1_cost=1_rec=0.2,mat=2_cost=5_rec=0.2,mat=0.2_cost=2_rec=5,mat=5_cost=0.2_rec=2
1900.0,0.0665,0.0665,0.0665,0.0665,0.0665,0.0665,0.0665,0.0665,0.0665,0.0665,0.0665,0.0665,0.0665,0.0665
1900.5,0.06229452888029593,0.06783619554696259,0.06229452888029593,0.06229452888029593,0.06229452888029593,0.06229452888029593,0.06229452888029593,0.06229452888029593,0.06229452888029593,0.06229452888029593,0.06229452888029593,0.06229452888029593,0.06229452888029593,0.06229452888029593
1901.0,0.06323942141036054,0.0697449706035783,0.0633452995544802,0.06322618664263271,0.06321824578276129,0.06323942013931463,0.06321824815724954,0.0632394097921432,0.06323942166458438,0.06334528157490989,0.06323942373522867,0.06321824857900638,0.06322618300068816,0.06334519719682524
1901.5,0.06424795788038333,0.07180347771734114,0.06445628424894365,0.0642218680507171,0.06420620888199534,0.0642479553628242,0.06420621362336207,0.06424793491441017,0.06424795838392429,0.06445624887143823,0.06424796247599317,0.064206214466271,0.06422186083086645,0.06445608265475555
1902.0,0.06528874793507844,0.07393176179294589,0.06560545722794794,0.06524904491266657,0.06522521073125372,0.06528874410722058,0.06522521802531006,0.0652887129149418,0.06528874870069427,0.06560540349343581,0.06528875494277935,0.06522521932386158,0.06524903386558874,0.06560515115974283
1902.5,0.06635929701212112,0.07559038445007664,0.0667911598545174,0.06630511436140585,0.06627258308177152,0.0663592917901618,0.06627259311813775,0.06635924914262253,0.06635929805657334,0.06679108662465881,0.06635930659103322,0.06627259490671918,0.06630509922264907,0.06679074285478633
1903.0,0.06745762503225279,0.0771417746025624,0.06801191896288623,0.06738803369206958,0.06734624571960438,0.0674576183249577,0.06734625868050134,0.06745756347553698,0.06745762637373257,0.06801182500074546,0.067457637350035,0.06734626099172276,0.0673880141928169,0.0680113839082674
1903.5,0.06858201955827482,0.0786915880623244,0.06922303591908624,0.06849605878037143,0.06844443557823932,0.06858201125586819,0.06844445164045874,0.06858194345308181,0.06858202121857208,0.06922293694074458,0.0685820347872724,0.06844445450449378,0.06849603465494696,0.0692225229022309
1904.0,0.06969570016215065,0.08023121775044573,0.07039448253000596,0.06959402766779883,0.06953295995381252,0.06969569026602764,0.06953297954866432,0.06969560952193535,0.06969570214067586,0.07039438418455451,0.06969571829961854,0.06953298304926528,0.06959399870083695,0.0703940336070131
1904.5,0.07080505734179997,0.0817856913762517,0.07155290453477367,0.07068672089487335,0.07061563725485206,0.07080504560151445,0.07061566063104809,0.07080495123780269,0.07080505968817338,0.07155280115211979,0.07080507857358988,0.07061566480085264,0.07068668681556985,0.07155245764889809
1905.0,0.07191241849382674,0.08335608141029491,0.0727022267226933,0.07177660276822588,0.07169501147115202,0.07191240452749093,0.07169503892712369,0.07191229606879787,0.07191242128379575,0.0727021166698102,0.07191244299147653,0.07169504379615624,0.07177656333923409,0.07270176203696245
1905.5,0.07298599997920582,0.08494363245979357,0.0738204408959094,0.07283304879844965,0.07274115202316007,0.07298598325988104,0.0727411840742343,0.07298586101045389,0.07298600331737821,0.07382032257960668,0.07298602778723681,0.07274118969776824,0.07283300387584726,0.07381994859833896
1906.0,0.07406604352012625,0.08654967050168794,0.07494485864668989,0.07389386326210123,0.07379040707797635,0.074066022997521,0.07379044397219137,0.07406588638573935,0.07406604761563045,0.07494473075953569,0.07406607496313478,0.07379045031705174,0.0738938126660024,0.07494432949787422
1906.5,0.0751507686979974,0.08817555023334886,0.0760731605036324,0.07495868003925399,0.07484325184072892,0.075150743054165,0.07484329408962404,0.07515059259299253,0.0751507738133746,0.07607302168576786,0.07515080393706032,0.07484330114416635,0.07495862373935877,0.07607258667973775
1907.0,0.07624112574959284,0.08982262526828218,0.07720789037066679,0.07602831015137773,0.07590041741946266,0.07624109314392924,0.07590046562253475,0.07624092976546679,0.07624113225179581,0.0772077380177935,0.07624116496650873,0.07590047334731342,0.07602824821984207,0.07720725419817183
1907.5,0.07733808246249452,0.09149223196692427,0.07835000641261693,0.07710369918215179,0.07696283568384579,0.07733804045491395,0.0769628905603786,0.07733786566769926,0.0773380908382668,0.07834983800939167,0.07733812584367467,0.0769628988865556,0.0771036318192904,0.07834929347318528
1908.0,0.07844258043766734,0.09318568136043305,0.07950060658468971,0.07818576558699868,0.07803141132056707,0.0784425258920931,0.07803147372876339,0.0784423418761014,0.07844259131285243,0.07950041892227587,0.07844262817443769,0.07803148255342701,0.07818569314252022,0.07949979799554976
1908.5,0.07955553004953966,0.09490425584014484,0.08066081007304382,0.0792753962228087,0.07910701718243497,0.07955545904064287,0.07910708813815387,0.0795552687401161,0.07955554420773882,0.08066059926869233,0.07955558233822725,0.07910709731980589,0.07927531921629748,0.08065988282601887
1909.0,0.08067778960045244,0.09664920861972022,0.08183146676231297,0.08037343937561423,0.08019049220276736,0.08067769730129576,0.08019057289741843,0.0806775045445132,0.08067780800550063,0.081831228394396,0.08067784664090125,0.08019058225167984,0.08037335852203875,0.08183039515598883
1909.5,0.08181018475368212,0.09842176477907409,0.0830140098680739,0.08148069026292931,0.08128261879437788,0.08181006537727892,0.08128271062057953,0.08180987492291217,0.08181020856133657,0.0830137384755443,0.08181024675167219,0.08128271991485167,0.08148060648418254,0.08301276069692617
